# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 13 14:59:50 2013
#
#rowid	kepid	kepoi_name	koi_pdisposition	koi_disposition	koi_period	koi_time0bk	koi_depth	koi_duration	koi_ingress	koi_impact	koi_incl	koi_sma	koi_eccen	koi_longp	koi_dor	koi_ror	koi_prad	koi_teq	koi_steff	koi_slogg	koi_srad	koi_smet	koi_smass	koi_sage	koi_vet_stat
782	9589323	K01488.01	CANDIDATE	CANDIDATE	3.94963300	134.6083000	802	1.5564		0.0200	89.95	0.044	0		19.900000	0.02513	2.10	927.0	5078.00	4.560	0.7500			13.8000	Active
783	9823487	K01489.01	CANDIDATE	CANDIDATE	16.00451000	140.4833000	834	3.9316		0.0246	89.95	0.115	0		31.900000	0.02558	2.03	569.0	5126.00	4.610	0.7300			6.2000	Active
784	9602514	K01490.01	FALSE POSITIVE	FALSE POSITIVE	3.55653600	133.5173000	353	8.3679		0.0230	89.38	0.044	0		3.359000	0.01715	4.20	1532.0	4881.00	3.710	2.2300			14.0000	Active
785	9726659	K01491.01	CANDIDATE	CANDIDATE	3.14867900	356.9339000	572	2.2334		0.6200	85.94	0.042	0		8.800000	0.02260	2.54	1103.0	5059.00	4.400	1.0300				Active
786	12108312	K01492.01	FALSE POSITIVE	FALSE POSITIVE	0.70544794	133.8064000	452	1.8560		1.0700		0.015	0		0.520000	0.10500	9.80	1904.0	5725.00	4.560	0.8500			0.5000	Active
787	9842906	K01493.01	FALSE POSITIVE	FALSE POSITIVE	4.98870000	358.2252000	343	8.3797		0.7630	76.20	0.059	0		3.200000	0.01847	1.84	1073.0	6179.00	4.550	0.9100				Active
788	11821363	K01494.01	CANDIDATE	CANDIDATE	8.19590000	136.6899000	776	2.8994		0.6500	87.66	0.073	0		17.100000	0.02700	2.30	659.0	4559.00	4.540	0.7800				Active
789	7629518	K01495.01	CANDIDATE	CANDIDATE	15.59490000	137.5577000	828	5.0799		0.6000	88.24	0.122	0		19.500000	0.02740	2.80	713.0	5880.00	4.500	0.9200			2.0000	Active
790	10810838	K00174.01	CANDIDATE	CANDIDATE	56.35387000	144.8368000	1046	3.3104		0.0293	89.95	0.253	0		133.700000	0.02836	1.94	331.0	4768.00	4.680	0.6270			6.8000	Active
791	4828341	K01496.01	CANDIDATE	CANDIDATE	36.12846000	388.5535000	3810	2.1310		1.0000	88.81	0.218	0		60.000000	0.10500	11.10	528.0	5667.00	4.490	0.9700				Active
792	11774387	K01497.01	FALSE POSITIVE	FALSE POSITIVE	0.52022000	178.1466800	403	1.2689		0.0579	88.81	0.012	0		3.549000	0.02477	2.40	2187.0	5754.00	4.510	0.8900			3.0000	Active
793	9636135	K01498.01	CANDIDATE	CANDIDATE	5.83373400	138.7483000	509	3.8751		0.3200	88.24	0.064	0		11.200000	0.02082	2.15	1024.0	6034.00	4.500	0.9500			0.3000	Active
794	9636135	K01498.02	CANDIDATE	CANDIDATE	2.42149600	133.8351000	193	2.6475		0.5000	85.37	0.036	0		6.200000	0.01301	1.35	1366.0	6034.00	4.500	0.9500			0.3000	Active
795	9836959	K01715.01	CANDIDATE	CANDIDATE	105.01290000	228.9499000	295	6.2533		0.5800	89.95	0.430	0		107.000000	0.01640	1.88	404.0	5853.00	4.380	1.0500			7.3000	Active
796	9838949	K01716.01	CANDIDATE	CANDIDATE	4.88086100	136.1928000	342	3.2908		0.9720	75.06	0.050	0		3.800000	0.02440	1.80	780.0	4811.00	4.620	0.6800			13.9000	Active
797	9895006	K01717.01	CANDIDATE	CANDIDATE	10.56156000	133.7560000	223	2.8606		0.8100	87.09	0.088	0		17.300000	0.01540	1.56	779.0	5437.00	4.420	0.9300			14.0000	Active
798	9896558	K01718.01	CANDIDATE	CANDIDATE	67.66700000	198.2011000	1103	9.5332		0.1400	89.95	0.332	0		55.000000	0.03042	3.80	500.0	6148.00	4.360	1.1300			3.7000	Active
799	10015937	K01720.01	CANDIDATE	CANDIDATE	59.66260000	168.0608000	1075	4.2185		0.6100	89.38	0.286	0		90.000000	0.03120	2.60	393.0	5419.00	4.600	0.7700			0.6000	Active
800	10019065	K01721.01	CANDIDATE	CANDIDATE	52.63200000	155.6017000	633	6.3928		0.8280	88.81	0.268	0		38.000000	0.02610	2.33	432.0	5604.00	4.580	0.8200			0.5000	Active
801	7950644	K00192.01	CANDIDATE	CANDIDATE	10.29099880	137.0211300	9708	4.2661		0.0250	89.95	0.095	0		20.100000	0.09007	10.10	898.0	6195.00	4.460	1.0300			0.8000	Active
802	10080248	K01722.01	CANDIDATE	CANDIDATE	14.87712000	142.9837000	354	6.5278		0.7010	87.09	0.118	0		12.900000	0.01839	1.77	704.0	5841.00	4.540	0.8800			0.4000	Active
803	10213902	K01723.01	CANDIDATE	CANDIDATE	59.62217000	138.1383000	1069	6.5098		0.7700	88.81	0.305	0		48.000000	0.03280	3.50	478.0	6095.00	4.500	0.9600			0.3000	Active
804	10214162	K01724.01	CANDIDATE	CANDIDATE	17.42459000	148.8115000	797	4.4080		0.9060	86.52	0.135	0		14.900000	0.03090	3.40	693.0	5753.00	4.460	1.0100				Active
805	10905746	K01725.01	CANDIDATE	CANDIDATE	9.88470000	138.4041000	1984	2.1545		0.1300	89.95	0.054	0		36.000000	0.03900	1.15	320.0	3240.00	4.897	0.2700				Active
806	8242434	K01726.01	CANDIDATE	CANDIDATE	44.96393000	144.5603000	835	4.9833		0.3500	89.95	0.217	0		66.000000	0.02580	1.84	362.0	4732.00	4.640	0.6540			14.0000	Active
807	6185331	K01727.01	CANDIDATE	CANDIDATE	49.76999000	159.9850000	3622	10.4799		0.7790	88.24	0.263	0		26.120000	0.06073	5.80	464.0	5793.00	4.550	0.8700			0.4000	Active
808	11820830	K01728.01	FALSE POSITIVE	FALSE POSITIVE	12.73194700	138.7307000	11055	3.7547		1.3500	83.65	0.121	0		12.100000	0.47000	78.00	1141.0	7249.00	4.220	1.5400			1.1300	Active
809	8266276	K01731.01	CANDIDATE	CANDIDATE	2.59496200	132.7449000	588	2.0544		0.9040	79.07	0.034	0		4.800000	0.02640	2.51	1025.0	4593.00	4.470	0.8700				Active
810	6869184	K01732.01	CANDIDATE	CANDIDATE	43.31688000	136.5675000	977	5.9111		0.9230	88.24	0.237	0		26.300000	0.03520	3.20	473.0	5691.00	4.570	0.8400			0.4000	Active
811	8396405	K01733.01	CANDIDATE	CANDIDATE	19.18123000	141.3680000	813	2.3182		0.7000	89.38	0.134	0		48.000000	0.02800	2.30	569.0	5395.00	4.610	0.7700			0.6000	Active
812	10799735	K00193.01	CANDIDATE	CANDIDATE	37.59027200	157.3497200	19652	4.3350		0.3170	89.95	0.225	0		71.800000	0.12958	14.00	567.0	6134.00	4.480	0.9900			0.4000	Active
813	6604328	K01736.01	CANDIDATE	CANDIDATE	31.00310000	143.2901000	702	5.2780		0.2400	89.95	0.196	0		45.000000	0.02420	2.48	581.0	6021.00	4.510	0.9400			0.3000	Active
814	4365645	K01738.01	CANDIDATE	CANDIDATE	4.16785600	135.2840000	170	2.2501		0.8300	84.22	0.047	0		8.300000	0.01354	1.25	993.0	5307.00	4.480	0.8500			13.4000	Active
815	7199906	K01739.01	CANDIDATE	CANDIDATE	220.65700000	172.4280000	415	7.8216		0.7700	89.95	0.721	0		144.000000	0.02050	2.10	298.0	5966.00	4.520	0.9200			0.3000	Active
816	3109930	K01112.01	CANDIDATE	CANDIDATE	37.81062000	158.3493000	438	8.9077		0.4230	89.38	0.225	0		30.100000	0.01944	2.14	569.0	6099.00	4.460	1.0100			1.7000	Active
817	2854914	K01113.01	CANDIDATE	CANDIDATE	25.93416000	149.7608000	434	5.5090		0.9410	86.52	0.179	0		14.500000	0.02350	2.90	699.0	6314.00	4.390	1.1300			1.7100	Active
818	2854914	K01113.02	CANDIDATE	CANDIDATE	83.44210000	158.6965000	513	8.0853		0.9440	88.24	0.389	0		31.600000	0.02566	3.10	474.0	6314.00	4.390	1.1300			1.7100	Active
819	3337425	K01114.01	FALSE POSITIVE	FALSE POSITIVE	7.04713400	139.7954000	308	2.3794		0.6300	88.24	0.070	0		18.100000	0.01680	1.90	966.0	5720.00	4.370	1.0300			9.7000	Active
820	3116412	K01115.01	CANDIDATE	CANDIDATE	12.99178000	136.3237000	260	6.1004		0.7400	86.52	0.105	0		11.400000	0.01596	2.13	857.0	5685.00	4.220	1.2300			12.5000	Active
821	1996679	K00147.01	FALSE POSITIVE	FALSE POSITIVE	145.56297000	146.0565000	3406	5.4507		1.3300	88.81	0.555	0		79.000000	0.39000	51.00	398.0	6170.00	4.320	1.1900			4.1000	Active
822	2849805	K01116.01	CANDIDATE	CANDIDATE	3.74910300	135.1082000	181	1.7549		0.7900	85.94	0.047	0		10.400000	0.01370	1.57	1196.0	5746.00	4.400	1.0500			5.7000	Active
823	3114811	K01117.01	CANDIDATE	CANDIDATE	11.08942000	141.7643000	161	6.3607		0.7680	84.80	0.107	0		8.840000	0.01278	2.20	1084.0	6405.00	4.160	1.5800			2.5400	Active
824	2853446	K01118.01	CANDIDATE	CANDIDATE	7.37300900	137.6051000	212	1.9275		0.9900	82.51	0.077	0		7.300000	0.02080	2.70	1096.0	6317.00	4.340	1.1900			2.5900	Active
825	3003992	K01119.01	FALSE POSITIVE	FALSE POSITIVE	7.24478000	139.1049000	66	2.6150		0.0090	89.95	0.067	0		21.900000	0.00753	0.67	772.0	5015.00	4.495	0.8160				Active
826	3003992	K01119.02	FALSE POSITIVE	FALSE POSITIVE	13.55485000	139.8185000	52	2.4664		0.9400	86.52	0.102	0		16.400000	0.00920	0.82	626.0	5015.00	4.495	0.8160				Active
827	6307537	K01120.01	FALSE POSITIVE	FALSE POSITIVE	29.74452800	157.4048500	167917	25.9038		0.0042	89.95	0.166	0		12.210410	0.37320	30.19	419.0	4495.00	4.537	0.7410				Active
828	6359798	K01121.01	FALSE POSITIVE	FALSE POSITIVE	14.15403730	140.6973500	56994	4.0238		1.3200	86.52	0.112	0		23.000000	0.62000	59.00	700.0	5693.00	4.530	0.8700			3.1000	Active
829	6311681	K01122.01	FALSE POSITIVE	FALSE POSITIVE	0.84478559	134.2159700	2853	2.5369		1.2800		0.017	0		0.750000	0.34000	35.00	1875.0	5710.00	4.450	0.9400			7.0000	Active
830	6365321	K01123.01	FALSE POSITIVE	FALSE POSITIVE	0.84848530	133.5838300	1827	1.1354		0.9500	64.74	0.018	0		2.230000	0.05580	5.50	1857.0	5919.00	4.520	0.9100			0.6000	Active
831	6301035	K01124.01	FALSE POSITIVE	FALSE POSITIVE	11.99097500	143.2832000	1886	4.2553		1.3100	76.78	0.105	0		5.700000	0.35000	44.00	892.0	6146.00	4.350	1.1400			3.8000	Active
832	10973814	K01307.02	CANDIDATE	CANDIDATE	20.34229000	137.6960000	516	2.3187		0.8500	88.81	0.142	0		38.000000	0.02390	2.60	677.0	5779.00	4.400	1.0000			7.6000	Active
833	6541920	K00157.05	CANDIDATE	CONFIRMED	118.37815000	287.3000000	1021	9.3054		0.0471	89.95	0.469	0		100.000000	0.02930	3.38	377.0	5685.00	4.380	1.0600			7.2000	Active
834	10586208	K01308.01	CANDIDATE	CANDIDATE	23.58461000	145.9554000	408	5.8341		0.8590	87.09	0.162	0		17.100000	0.02123	2.16	630.0	5956.00	4.510	0.9300			1.0000	Active
835	10854768	K01309.01	CANDIDATE	CANDIDATE	10.11712100	137.4451000	300	4.9065		0.8480	84.80	0.102	0		8.910000	0.01789	2.80	1170.0	7110.00	4.280	1.4200			0.7900	Active
836	10964440	K01310.01	CANDIDATE	CANDIDATE	19.12962000	139.4344000	460	3.4561		0.6400	88.81	0.142	0		33.600000	0.02070	2.20	692.0	6042.00	4.500	0.9600			0.5000	Active
837	10713616	K01311.01	CANDIDATE	CANDIDATE	83.57752000	202.4600000	648	8.0169		0.9120	88.81	0.388	0		37.800000	0.02784	4.20	515.0	6188.00	4.200	1.3800			4.7000	Active
838	10963242	K01312.01	CANDIDATE	CANDIDATE	6.14691800	135.0758000	237	3.4427		0.2000	89.38	0.069	0		13.600000	0.01417	1.68	1114.0	6367.00	4.430	1.0900			0.2500	Active
839	10785538	K01313.01	FALSE POSITIVE	FALSE POSITIVE	0.52246034	133.7491600	155	0.8155		0.5700	83.65	0.013	0		5.300000	0.01520	1.63	2301.0	6002.00	4.460	0.9800			2.5000	Active
840	10585852	K01314.01	CANDIDATE	CANDIDATE	8.57507000	140.1356000	173	8.6303		0.3510	87.09	0.090	0		7.230000	0.01191	3.47	1230.0	5124.00	3.710	2.6700			4.2600	Active
841	10928043	K01315.01	CANDIDATE	CANDIDATE	6.84633700	133.7636000	153	3.4323		0.5600	87.66	0.074	0		12.900000	0.01178	1.47	1046.0	6029.00	4.390	1.1450			1.6000	Active
842	10794087	K01316.01	CANDIDATE	CANDIDATE	7.64951000	138.3401000	60	6.4539		0.5710	85.94	0.082	0		7.550000	0.00731	1.47	1196.0	5721.00	4.000	1.8400			5.1000	Active
843	10794087	K01316.02	CANDIDATE	CANDIDATE	12.37679000	143.3790000	43	3.8500		0.9150	84.80	0.113	0		10.400000	0.00730	1.47	1019.0	5721.00	4.000	1.8400			5.1000	Active
844	6541920	K00157.06	CANDIDATE	CONFIRMED	10.30000000	138.5035580	260	4.0284		0.1485	89.38	0.092	0		19.600000	0.01484	1.72	851.0	5685.00	4.380	1.0600			7.2000	Active
845	4275739	K01317.01	FALSE POSITIVE	FALSE POSITIVE	2.17182754	355.0834000	38185	2.5851		1.0200	76.78	0.033	0		4.450000	0.32800	33.00	1264.0	5435.00	4.520	0.9200				Active
846	4070376	K01318.01	FALSE POSITIVE	FALSE POSITIVE	1.63459270	133.9726600	22614	2.2026		1.4000		0.028	0		0.680000	0.55000	59.00	1613.0	6129.00	4.470	1.0000			0.8000	Active
847	7841925	K01499.01	CANDIDATE	CANDIDATE	14.16399400	140.5894000	711	4.2969		0.4200	88.81	0.107	0		24.000000	0.02463	2.50	705.0	5438.00	4.420	0.9200			13.8000	Active
848	7841925	K01499.02	CANDIDATE	CANDIDATE	0.84064900	131.7243000	48	1.5536		0.5400	81.36	0.016	0		3.600000	0.00655	0.66	1822.0	5438.00	4.420	0.9200			13.8000	Active
849	7841925	K01499.03	CANDIDATE	CANDIDATE	6.20934000	136.8671000	94	2.6404		0.6700	87.09	0.062	0		13.600000	0.00944	0.95	926.0	5438.00	4.420	0.9200			13.8000	Active
850	9719634	K01500.01	FALSE POSITIVE	FALSE POSITIVE	3.35159000	134.2785400	438	2.3741		0.0114	89.95	0.040	0		11.060000	0.01980	1.64	976.0	5088.00	4.550	0.7600			13.7000	Active
851	7439316	K01501.01	CANDIDATE	CANDIDATE	2.61705600	134.0270000	465	2.2162		0.3600	87.66	0.033	0		8.600000	0.01940	1.40	962.0	4819.00	4.620	0.6800			13.8000	Active
852	12061238	K01502.01	FALSE POSITIVE	FALSE POSITIVE	1.87640200	133.1285000	436	2.3778		0.9700	63.60	0.028	0		2.200000	0.02800	2.10	1154.0	5175.00	4.640	0.7100			1.0000	Active
853	8323753	K00175.01	FALSE POSITIVE	FALSE POSITIVE	6.71428400	134.3138000	409	2.8583		0.0000	89.95	0.071	0		19.020000	0.01854	2.60	1135.0	6078.00	4.250	1.2700			5.7000	Active
854	12400538	K01503.01	CANDIDATE	CANDIDATE	150.24130000	138.2893000	2428	10.8801		0.3400	89.95	0.537	0		104.000000	0.04490	3.97	302.0	5573.00	4.580	0.8100			0.4000	Active
855	9641018	K01504.01	FALSE POSITIVE	FALSE POSITIVE	2.17815180	134.2022400	401	2.4288		0.0260	89.95	0.033	0		7.043000	0.01823	1.90	1426.0	5994.00	4.480	0.9600			1.8000	Active
856	9813499	K01505.01	CANDIDATE	CANDIDATE	5.03258900	137.3297000	433	3.4395		0.8640	81.93	0.058	0		6.200000	0.02198	2.22	1050.0	5963.00	4.510	0.9300			0.6000	Active
857	12254792	K01506.01	CANDIDATE	CANDIDATE	40.42805000	139.5069000	912	7.1836		0.8900	87.66	0.230	0		22.500000	0.03282	3.10	503.0	5831.00	4.540	0.8800			0.4000	Active
858	12020218	K01507.01	CANDIDATE	CANDIDATE	21.35913000	135.0649000	622	6.1108		0.8470	87.09	0.155	0		15.500000	0.02585	2.80	689.0	6150.00	4.470	1.0000			0.4000	Active
859	7690844	K01508.01	CANDIDATE	CANDIDATE	22.04579000	136.4799000	764	5.6292		0.9180	86.52	0.154	0		14.100000	0.03092	3.01	624.0	5880.00	4.540	0.8900			0.4000	Active
860	9535080	K01509.01	FALSE POSITIVE	FALSE POSITIVE	49.64588000	153.0323000	624	14.2234		0.0310	89.95	0.277	0		27.290000	0.02216	3.20	606.0	6282.00	4.250	1.3200			3.6700	Active
861	9159275	K00930.01	FALSE POSITIVE	FALSE POSITIVE	3.04482130	172.0129300	1597	6.9874		0.0210	89.38	0.040	0		3.491000	0.03587	3.20	1101.0	5559.00	4.580	0.8100			0.4000	Active
862	9166862	K00931.01	CANDIDATE	CANDIDATE	3.85560240	170.6782510	15955	3.1938		0.0250	89.95	0.048	0		10.290000	0.11408	11.10	1115.0	5870.00	4.540	0.8900			0.4000	Active
863	9166870	K00932.01	FALSE POSITIVE	FALSE POSITIVE	3.85560570	170.6781800	1155	2.9585		0.0270	89.95	0.048	0		10.264000	0.03071	2.96	1107.0	5853.00	4.540	0.8800			0.3000	Active
864	8359498	K00127.01	CANDIDATE	CANDIDATE	3.57878272	134.0294050	11445	2.8982		0.0250	89.95	0.047	0		10.360000	0.09633	10.93	1189.0	5731.00	4.450	1.0390			1.2000	Active
865	9171801	K00933.01	FALSE POSITIVE	FALSE POSITIVE	3.18571294	171.6614600	130	0.7617		0.3162	89.38	0.042	0		30.667949	0.01041	0.99	1052.0	5248.00	4.550	0.8700				Active
866	9334289	K00934.01	CANDIDATE	CANDIDATE	5.82665900	173.0101000	1510	3.1739		0.8070	84.80	0.064	0		9.200000	0.03970	4.00	994.0	5956.00	4.520	0.9200			0.3000	Active
867	9334289	K00934.02	CANDIDATE	CANDIDATE	12.41211000	142.5442000	568	3.4349		0.8630	86.52	0.106	0		15.300000	0.02520	2.52	772.0	5956.00	4.520	0.9200			0.3000	Active
868	9334289	K00934.03	CANDIDATE	CANDIDATE	18.74656000	147.1275000	749	4.0089		0.8610	87.66	0.139	0		20.100000	0.02890	2.89	674.0	5956.00	4.520	0.9200			0.3000	Active
869	9347899	K00935.01	CANDIDATE	CONFIRMED	20.86114500	180.0053000	1954	5.6634		0.8330	87.09	0.158	0		17.800000	0.04533	5.70	775.0	6514.00	4.400	1.1500			0.2800	Active
870	9347899	K00935.02	CANDIDATE	CONFIRMED	42.63188000	141.1925000	1643	6.7766		0.8550	88.24	0.254	0		28.700000	0.04204	5.30	611.0	6514.00	4.400	1.1500			0.2800	Active
871	9347899	K00935.03	CANDIDATE	CANDIDATE	87.64720000	134.9397000	1088	9.2599		0.8110	88.81	0.411	0		46.300000	0.03332	4.20	480.0	6514.00	4.400	1.1500			0.2800	Active
872	9347899	K00935.04	CANDIDATE	CANDIDATE	9.61686000	142.5027000	232	3.4127		0.8890	85.37	0.094	0		10.620000	0.01559	1.96	1005.0	6514.00	4.400	1.1500			0.2800	Active
873	9388479	K00936.01	CANDIDATE	CANDIDATE	9.46783900	178.4150700	2240	2.6326		0.7600	87.66	0.070	0		19.800000	0.04760	2.58	450.0	3834.00	4.760	0.4960			13.7000	Active
874	9388479	K00936.02	CANDIDATE	CANDIDATE	0.89304770	134.5381400	738	1.1894		0.7500	79.64	0.015	0		4.100000	0.02720	1.47	973.0	3834.00	4.760	0.4960			13.7000	Active
875	11359879	K00128.01	CANDIDATE	CONFIRMED	4.94278327	136.3290040	10877	3.3820		0.5990	86.52	0.059	0		10.340000	0.10060	11.97	1097.0	5786.00	4.420	1.0900			2.1000	Active
876	9406990	K00937.01	CANDIDATE	CANDIDATE	20.83495000	176.5780000	994	4.0548		0.3400	89.38	0.142	0		38.000000	0.02860	2.42	559.0	5429.00	4.600	0.7800			0.6000	Active
877	3964562	K00015.01	FALSE POSITIVE	FALSE POSITIVE	3.01247830	135.2581500	1612	2.4757		1.2400	60.16	0.050	0		2.500000	0.29000	62.00	2369.0	8595.00	4.130	1.9500			0.7000	Active
878	5735762	K00148.01	CANDIDATE	CONFIRMED	4.77798100	124.0630000	520	3.5820		0.6750	84.80	0.053	0		7.860000	0.02208	2.14	937.0	5190.00	4.490	0.8880			9.4000	Active
879	6292162	K01125.01	FALSE POSITIVE	FALSE POSITIVE	7.81484700	357.5194000	1868	2.4158		0.9400	84.80	0.078	0		9.850000	0.05270	5.50	868.0	5636.00	4.500	0.9500				Active
880	6307521	K01126.01	FALSE POSITIVE	FALSE POSITIVE	29.74899000	157.3116000	1119	20.0355		0.8800	81.36	0.179	0		5.800000	0.03720	3.10	486.0	5360.00	4.620	0.7600			0.6000	Active
881	6359320	K01127.01	CANDIDATE	CANDIDATE	5.32667900	357.1243000	616	3.7130		0.9070	80.21	0.060	0		5.370000	0.02755	2.67	951.0	5602.00	4.560	0.8900				Active
882	6359320	K01127.02	CANDIDATE	CANDIDATE	8.12810000	358.6810000	251	4.1479		0.9020	82.51	0.080	0		7.120000	0.01750	1.70	824.0	5602.00	4.560	0.8900				Active
883	6359320	K01127.03	CANDIDATE	CANDIDATE	2.83678000	353.8060000	167	3.0226		0.8960	75.06	0.040	0		3.530000	0.01420	1.38	1165.0	5602.00	4.560	0.8900				Active
884	6362874	K01128.01	CANDIDATE	CANDIDATE	0.97487640	133.0733800	200	1.7682		0.8200	72.19	0.019	0		2.670000	0.01470	1.41	1643.0	5480.00	4.520	0.8780			3.9000	Active
885	6272413	K01129.01	CANDIDATE	CANDIDATE	4.89713400	133.4051000	326	2.0102		0.8100	85.94	0.051	0		11.500000	0.01880	1.50	841.0	5023.00	4.570	0.7300			13.6000	Active
886	8279765	K01130.01	FALSE POSITIVE	FALSE POSITIVE	2.75779136	135.2326500	37524	2.4254		0.8100	83.65	0.038	0		7.033000	0.21266	20.70	1223.0	5728.00	4.510	0.8900			3.6000	Active
887	8330548	K01132.01	FALSE POSITIVE	FALSE POSITIVE	1.91415721	134.6445600	7260	2.9248		0.9130	68.18	0.031	0		2.487000	0.10710	12.50	1617.0	6250.00	4.430	1.0700			1.2000	Active
888	8374494	K01133.01	FALSE POSITIVE	FALSE POSITIVE	5.25190480	357.3235800	13425	4.1392		1.2600	74.48	0.059	0		4.700000	0.41000	41.00	921.0	5335.00	4.520	0.9000				Active
889	5735762	K00148.02	CANDIDATE	CONFIRMED	9.67392800	125.3398100	1091	4.4000		0.7120	86.52	0.085	0		12.600000	0.03243	3.15	740.0	5190.00	4.490	0.8880			9.4000	Active
890	8414907	K01134.01	FALSE POSITIVE	FALSE POSITIVE	200.60705000	277.0632000	16058	7.3352		0.9500	89.38	0.605	0		125.000000	0.17500	14.00	243.0	5010.00	4.580	0.7300			13.9000	Active
891	8414907	K01134.02	FALSE POSITIVE	FALSE POSITIVE	200.60940000	456.8446000	7380	7.1853		0.9200	89.38	0.605	0		107.500000	0.10370	8.30	243.0	5010.00	4.580	0.7300			13.9000	Active
892	8397446	K01135.01	FALSE POSITIVE	FALSE POSITIVE	0.98662400	448.5924900	1989	2.6618		0.9900		0.020	0		0.910000	0.07600	12.20	2260.0	5984.00	4.170	1.4700				Active
893	8386035	K01136.01	FALSE POSITIVE	FALSE POSITIVE	1.63485040	134.5078000	1265	6.6648		0.9520	33.23	0.034	0		1.141000	0.04842	30.50	2973.0	5175.00	3.200	5.7700			1.2500	Active
894	8415745	K01138.01	FALSE POSITIVE	FALSE POSITIVE	31.82806000	366.7047000	4464	2.8397		1.3600	87.66	0.200	0		36.000000	0.43000	45.00	542.0	5654.00	4.510	0.9500				Active
895	8378634	K01139.01	FALSE POSITIVE	FALSE POSITIVE	3.62943880	134.7018000	746	4.5440		0.0130	89.95	0.050	0		6.251000	0.02427	3.90	1555.0	6510.00	4.200	1.4700			2.8500	Active
896	4078157	K01319.01	FALSE POSITIVE	FALSE POSITIVE	16.02472700	367.6975800	17848	3.2485		1.3400	86.52	0.124	0		21.000000	0.50000	41.00	598.0	5547.00	4.700	0.7400				Active
897	4164994	K01320.01	CANDIDATE	CANDIDATE	10.50682200	360.0816500	12835	3.7353		0.0300	89.95	0.090	0		23.600000	0.10040	8.20	628.0	4936.00	4.630	0.7500				Active
898	4480676	K01321.01	FALSE POSITIVE	FALSE POSITIVE	0.71196687	134.2228600	5728	1.5487		1.2800	20.05	0.015	0		1.360000	0.37000	40.00	1971.0	5527.00	4.380	0.9800			13.4000	Active
899	4079535	K01322.01	FALSE POSITIVE	FALSE POSITIVE	17.72720000	356.7952100	15687	3.7445		0.8200	88.24	0.137	0		26.520000	0.13330	13.80	689.0	5940.00	4.520	0.9500				Active
900	4076098	K01323.01	CANDIDATE	CANDIDATE	3.99010990	355.8400900	6152	2.5116		0.7330	85.37	0.050	0		9.600000	0.07770	6.40	969.0	5666.00	4.690	0.7500				Active
901	4551328	K01324.01	FALSE POSITIVE	FALSE POSITIVE	0.52205800	133.1380300	1377	1.4587		0.0315	89.38	0.012	0		3.001000	0.03469	3.20	1974.0	5311.00	4.480	0.8500			13.7000	Active
902	4282872	K01325.01	CANDIDATE	CANDIDATE	10.03535500	137.4711600	2844	3.3980		0.0282	89.95	0.091	0		23.650000	0.04820	4.60	801.0	5843.00	4.540	0.8800			0.4000	Active
903	4639868	K01326.01	FALSE POSITIVE	FALSE POSITIVE	53.10093390	135.9710400	13425	3.5480		0.7920	89.95	0.263	0		156.100000	0.13794	12.00	417.0	5429.00	4.570	0.8000			3.6000	Active
904	10555375	K00158.01	FALSE POSITIVE	FALSE POSITIVE	5.80182000	137.5768000	600	3.6844		0.8500	83.08	0.068	0		7.100000	0.02620	6.20	1494.0	6021.00	3.870	2.1500			4.4000	Active
905	4372768	K01327.01	FALSE POSITIVE	FALSE POSITIVE	15.64055000	359.0598000	1346	4.7177		0.0200	89.95	0.121	0		26.370000	0.03281	3.30	625.0	5141.00	4.490	0.9200				Active
906	4074736	K01328.01	CANDIDATE	CANDIDATE	80.96711000	160.9737000	4337	2.6294		0.6700	89.95	0.359	0		194.000000	0.06400	5.80	382.0	5673.00	4.570	0.8400			0.5000	Active
907	4072526	K01329.01	CANDIDATE	CANDIDATE	33.19940000	153.6625000	1054	5.5647		0.8760	88.24	0.191	0		25.200000	0.03510	2.90	464.0	5300.00	4.610	0.7500			2.3000	Active
908	4150539	K01330.01	FALSE POSITIVE	FALSE POSITIVE	8.65307400	134.3104000	804	3.2580		0.0230	89.95	0.072	0		20.880000	0.02642	1.81	603.0	4627.00	4.660	0.6280			13.9000	Active
909	4274548	K01331.01	CANDIDATE	CANDIDATE	6.80094500	359.1742000	634	2.0164		0.7200	87.66	0.064	0		18.700000	0.02500	1.60	632.0	4652.00	4.740	0.6100				Active
910	4455231	K01332.01	CANDIDATE	CANDIDATE	19.30600000	373.1924600	659	4.2408		0.6072	88.81	0.145	0		28.708907	0.02450	3.10	703.0	5661.00	4.350	1.1500				Active
911	4455231	K01332.02	CANDIDATE	CANDIDATE	6.09740000	354.0625300	208	3.5081		0.1513	89.38	0.067	0		13.314471	0.01310	1.65	1035.0	5661.00	4.350	1.1500				Active
912	4455231	K01332.03	CANDIDATE	CANDIDATE	56.63400000	135.5487000	574	6.0825		0.6018	89.38	0.296	0		58.831979	0.02284	2.87	492.0	5661.00	4.350	1.1500				Active
913	4285107	K01333.01	FALSE POSITIVE	FALSE POSITIVE	2.24304070	133.4465000	319	2.7587		0.0400	89.38	0.032	0		6.300000	0.01680	1.46	1207.0	5498.00	4.590	0.7900			0.6000	Active
